0,0.7157894736842105,59.26390266418457,1
0,0.7157894736842105,61.47180151939392,4
0,0.7157894736842105,55.490235567092896,8
0,0.7157894736842105,45.56621551513672,16
0,0.7157894736842105,68.3814480304718,32
0,0.7157894736842105,82.2822208404541,48
1,0.7684210526315789,50.230303049087524,1
1,0.7684210526315789,39.98471426963806,4
1,0.7684210526315789,72.31328582763672,8
1,0.7684210526315789,50.445876121520996,16
1,0.7684210526315789,68.98374629020691,32
1,0.7684210526315789,71.54836392402649,48
2,0.8,54.276952505111694,1
2,0.8,57.9835844039917,4
2,0.8,66.25304794311523,8
2,0.8,68.11091351509094,16
2,0.8,93.95445251464844,32
2,0.8,743.2117929458618,48
3,0.7684210526315789,57.29406523704529,1
3,0.7684210526315789,55.03407311439514,4
3,0.7684210526315789,55.4276978969574,8
3,0.7684210526315789,65.80902552604675,16
3,0.7684210526315789,72.34759616851807,32
3,0.7684210526315789,120.09056830406189,48
4,0.8105263157894737,76.67262935638428,1
4,0.8105263157894737,61.1676139831543,4
4,0.8105263157894737,71.27013731002808,8
4,0.8105263157894737,88.72472143173218,16
4,0.8105263157894737,81.9050681591034,32
4,0.8105263157894737,141.74166703224182,48
5,0.7578947368421053,69.06761026382446,1
5,0.7578947368421053,68.3540608882904,4
5,0.7578947368421053,69.5798180103302,8
5,0.7578947368421053,62.037832736968994,16
5,0.7578947368421053,96.45696496963501,32
5,0.7578947368421053,268.8713002204895,48
6,0.7263157894736842,57.017664194107056,1
6,0.7263157894736842,52.72180891036987,4
6,0.7263157894736842,62.215869665145874,8
6,0.7263157894736842,40.18539500236511,16
6,0.7263157894736842,73.14201831817627,32
6,0.7263157894736842,81.43053483963013,48
7,0.7473684210526316,51.09487295150757,1
7,0.7473684210526316,66.14236998558044,4
7,0.7473684210526316,48.202285289764404,8
7,0.7473684210526316,63.71419858932495,16
7,0.7473684210526316,81.4074957370758,32
7,0.7473684210526316,80.51459264755249,48
8,0.7789473684210526,40.74815034866333,1
8,0.7789473684210526,57.25800108909607,4
8,0.7789473684210526,83.87000012397766,8
8,0.7789473684210526,87.80138421058655,16
8,0.7789473684210526,110.61826658248901,32
8,0.7789473684210526,93.48537731170654,48
9,0.8421052631578947,66.45292568206787,1
9,0.8421052631578947,94.5350182056427,4
9,0.8421052631578947,101.66018176078796,8
9,0.8421052631578947,639.4627873897552,16
10,0.8631578947368421,406.52398562431335,1
11,0.7578947368421053,60.91911339759827,1
11,0.7578947368421053,71.31332635879517,4
11,0.7578947368421053,74.27544784545898,8
11,0.7578947368421053,92.71106886863708,16
11,0.7578947368421053,602.1805703639984,32
12,0.7894736842105263,60.3933641910553,1
12,0.7894736842105263,58.10086154937744,4
12,0.7894736842105263,55.67409110069275,8
12,0.7894736842105263,64.88396286964417,16
12,0.7894736842105263,94.76293468475342,32
12,0.7894736842105263,114.08076524734497,48
